"bushjob2.htm | Question 0"
"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   "
"Do you approve or disapprove of the way George W. Bush is handling his job as president?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""7/7-14/08""",28,65,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/30 - 6/3/08""",25,67,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/1-3/08""",28,63,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/25-29/08""",28,65,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/28 - 4/2/08""",28,64,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/15-18/08""",29,64,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/20-24/08""",30,64,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/30 - 2/2/08""",27,65,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/9-12/08""",29,62,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/5-9/07""",28,65,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/12-16/07""",30,61,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/14-16/07""",29,64,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/4-8/07""",30,64,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/8-12/07""",29,65,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/20-22/07""",30,62,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/9-17/07""",29,64,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""6/26-28/07""",27,65,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/18-23/07""",30,63,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/20-24/07""",32,61,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/9-12/07""",31,61,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/26-27/07""",30,64,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/7-11/07""",34,58,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/23-27/07""",29,61,10,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/8-11/07""",32,59,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/18-21/07""",28,64,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/1-3/07""",30,63,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/8-10/06""",31,63,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""11/12-13/06""",34,61,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/27-31/06""",34,58,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/5-8/06""",34,60,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/15-19/06""",37,56,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/17-21/06""",36,57,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/11-13/06""",36,57,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/21-25/06""",36,55,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""6/10-11/06""",33,60,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/16-17/06""",35,60,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/4-8/06""",31,63,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/28-30/06""",33,58,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/6-9/06""",37,56,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/9-12/06""",34,57,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/22-26/06""",34,59,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/20-25/06""",42,51,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/5-8/06""",41,52,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/2-6/05""",40,53,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/30 - 11/1/05""",35,57,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/3-5/05""",37,58,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/9-13/05""",41,53,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/6-7/05""",42,52,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/29-31/05""",41,51,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/29 - 8/2/05""",45,46,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""6/10-15/05""",42,51,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/20-24/05""",46,48,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/13-16/05""",44,51,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/21-22/05""",43,48,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/24-28/05""",49,44,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/14-18/05""",49,46,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""11/18-21/04""",51,44,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/28-30/04""",49,44,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/14-17/04""",44,48,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/9-11/04""",43,48,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/1-3/04""",47,43,10,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/20-22/04""",48,44,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/12-16/04""",50,42,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/6-8/04""",50,43,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/15-18/04""",46,45,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/30 - 8/1/04""",44,49,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/11-15/04""",45,48,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""6/23-27/04""",42,51,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/20-23/04""",41,52,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/11/04""",44,49,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/23-27/04""",46,47,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/30 - 4/1/04""",49,44,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/10-14/04""",51,42,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/24-27/04""",47,44,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""2/12-15/04""",50,42,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""1/12-15/04""",50,45,5,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/21-22/03""",60,33,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/14-15/03""",58,33,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""12/10-13/03""",52,40,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""11/10-13/03""",49,42,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""10/20-21/03""",54,36,10,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/28 - 10/1/03""",51,42,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""9/15-16/03""",52,39,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/26-28/03""",55,37,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""8/11-12/03""",55,35,10,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""7/8-9/03""",60,32,8,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""6/12-13/03""",66,27,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/27-28/03""",64,29,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""5/9-12/03""",67,26,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/26-27/03""",67,24,9,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/11-13/03""",73,21,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""4/2-3/03""",67,26,7,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/26-27/03""",68,26,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/24/03""",70,26,4,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
"=""3/23/03""",71,23,6,,,,approval,http://www.pollingreport.com/bushjob2.htm,"CBS News Poll. Dec. 4-8, 2008. N=1,390 adults nationwide. MoE ± 3.   ","""Do you approve or disapprove of the way George W. Bush is handling his job as president?""",CBS News Poll
