"cong_rep.htm | Question 0"
"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3."
"Do you approve or disapprove of the job the Republicans in Congress are doing in office?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""7/15-18/13""",22,66,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""3/25-27/13""",24,71,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""3/4-7/13""",26,68,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""12/4-6/12""",26,67,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""3/20-22/12""",31,62,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""11/8-10/11""",23,70,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""9/13-14/11""",26,67,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""8/2-4/11""",27,62,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""6/15-23/11""",27,63,10,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll
"=""4/10-14/11""",30,63,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"McClatchy-Marist Poll. March 29-31, 2016. N=1,066 registered voters nationwide. Margin of error ± 3.","""Do you approve or disapprove of the job the Republicans in Congress are doing in office?""",McClatchy-Marist Poll






"cong_rep.htm | Question 1"
"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6."
"Do you approve or disapprove of the way the Republicans in Congress are handling their job?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""3/16-21/16""",15,81,4,1451,2,rv,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/10-15/16""",15,79,5,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""12/16-20/15""",15,78,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/23-30/15""",15,79,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""10/29 - 11/2/15""",12,83,4,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""9/17-21/15""",16,76,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""8/20-25/15""",12,81,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/23-28/15""",17,75,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""5/19-26/15""",17,73,10,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""4/16-21/15""",22,69,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/26 - 3/2/15""",22,69,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/18-23/14""",23,69,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""6/24-30/14""",18,73,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""3/26-31/14""",18,73,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""1/15-19/14""",17,76,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""1/4-7/14""",19,73,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""12/3-9/13""",19,74,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/6-11/13""",20,73,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""9/23-29/13""",17,74,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/28-31/13""",19,73,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""6/28 - 7/8/13""",19,71,10,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""5/22-28/13""",24,67,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""4/25-29/13""",24,67,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""3/26 - 4/1/13""",19,71,10,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/27 - 3/4/13""",20,71,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""1/30 - 2/4/13""",19,72,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/28 - 12/3/12""",23,69,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/1-8/12""",24,68,8,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""4/11-17/12""",23,66,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/14-20/12""",22,71,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/14-20/11""",19,74,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""10/25-31/11""",20,76,4,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""9/27 - 10/3/11""",23,71,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""8/16-27/11""",22,71,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/5-11/11""",26,65,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""5/31 - 6/6/11""",30,61,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""3/22-28/11""",34,55,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/21-28/11""",34,54,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""1/4-11/11""",30,57,13,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/8-15/10""",27,63,10,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""8/31 - 9/7/10""",29,59,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/13-19/10""",29,59,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""5/19-24/10""",26,62,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/2-8/10""",28,61,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""1/5-11/10""",32,58,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""12/15-20/09""",29,62,9,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""12/1-6/09""",30,58,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""11/9-16/09""",31,58,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""9/29 - 10/5/09""",25,64,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""7/27 - 8/3/09""",29,59,12,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""6/23-29/09""",29,57,14,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""5/26 - 6/1/09""",30,56,15,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""4/21-27/09""",27,59,14,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""3/24-30/09""",30,59,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 
"=""2/25 - 3/2/09""",30,58,11,,,,approval,http://www.pollingreport.com/cong_rep.htm,"Quinnipiac University . March 16-21, 2016. N=1,451 registered voters nationwide. Margin of error ± 2.6.","""Do you approve or disapprove of the way the Republicans in Congress are handling their job?""",Quinnipiac University 






"cong_rep.htm | Question 2"
"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. "
"Do you approve or disapprove of the way the Republicans in Congress are doing their job?"
date,approve,disapprove,unsure,sample_size,margin_of_error,subpopulation,question_type,url,original,question,pollster
"=""10/15-18/15""",24,71,6,1001,3,a,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""3/26-29/15""",27,68,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""10/15-19/14""",25,72,4,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""9/4-7/14""",21,72,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""1/8-12/14""",25,71,5,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""12/12-15/13""",24,73,3,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""3/7-10/13""",24,72,3,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""1/10-13/13""",24,71,4,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""12/13-16/12""",25,70,5,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""3/7-10/12""",23,71,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""1/12-15/12""",21,75,4,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""12/15-18/11""",20,72,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""8/29 - 9/1/11""",28,68,3,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""4/14-17/11""",34,63,3,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""9/30 - 10/3/10""",30,67,3,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""7/15-18/09""",36,58,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""4/21-24/09""",30,64,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""2/19-22/09""",38,56,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""7/10-13/08""",25,69,6,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""1/30 - 2/1/08""",30,63,7,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
"=""12/6-9/07""",32,63,5,,,,approval,http://www.pollingreport.com/cong_rep.htm,"ABC News/Washington Post Poll. Oct. 15-18, 2015. N=1,001 adults nationwide. Margin of error ± 3.5. ","""Do you approve or disapprove of the way the Republicans in Congress are doing their job?""",ABC News/Washington Post Poll
